mine_cluster_mini,shapeGroup_primary_admin0,commodity_mineral__1,commodity_mineral__2,commodity_mineral__3,commodity_mineral__4,commodity_mineral__5,commodity_mineral__6,commodity_mineral__7,commodity_mineral__8,commodity_mineral__9,commodity_mineral__10,commodity_mineral__11,commodity_mineral__12,commodity_mineral__13,commodity_mineral__14,commodity_mineral__15,process_binary,mine_output_approx_copper,export_country_code,import_country_code,export_continent,export_landlocked,import_continent,import_landlocked,trade_value_thousandUSD,trade_quantity_tons,trade_quantity_tons_fraction,mine_output_tons,mine_output_thousandUSD,destination_id,mine_processed_quantity_tons_fraction
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,11853.600621440059,2338.553408375865,mine_2263,0.11956662255899726
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,116.45158882451044,22.97430701889628,mine_2299,0.0011746408211350916
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,8070.788997611995,1592.2563718326978,mine_2345,0.08140960815613733
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,797.940958290838,157.42284621253293,mine_2845,0.008048786898704748
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,3704.8971928788646,730.9255841147503,mine_2857,0.037371095790050254
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,3390.2534830368973,668.8506801615946,mine_2865,0.03419730186053395
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZAF,Africa,0,Africa,0,7.052,35.745,0.9970155082003793,65443.85965802428,12911.179138575666,mine_3169,0.6601286407761857
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,2.5903357623471805,23.997261496461615,mine_3412,0.01762199868079201
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,16.377137420909605,151.72027308804934,mine_3453,0.11141331491517198
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,61.599359871061786,570.6657678621008,mine_3489,0.4190591251390035
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,0.37846453611574604,3.5061525892987038,mine_3586,0.0025746861287646292
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,3.0848393772280684,28.57841762677324,mine_3589,0.020986096175698132
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,9.663042199958136,89.51988151281971,mine_3592,0.06573746900896048
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,2.4220775981109,22.43849246551796,mine_3600,0.016477341995236504
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,22.868758447494518,211.85963014565675,mine_3605,0.15557567364469205
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ZMB,Africa,0,Africa,1,0.491,0.053,0.0014782996764476182,28.010421074562903,259.4927688228375,mine_3633,0.1905542943116806
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.5240762633982289,0.41578415017632137,mine_3553,0.0069586113426095214
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,14.935412023848329,11.849244145503835,mine_3555,0.19831031239956143
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,1.9298661033024915,1.5310896404899588,mine_3559,0.025624492262023978
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,4.058104000196572,3.2195606649079234,mine_3575,0.05388293746057183
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,3.602510430324085,2.8581083372506266,mine_3664,0.04783362974650419
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,2.223479989345549,1.7640328371476084,mine_3670,0.029523056384197083
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,7.587824540167148,6.019919997260262,mine_3692,0.10075007322134032
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.8367351594348809,0.6638370051954092,mine_3696,0.011110052444369923
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,28.533898811861633,22.637817617952297,mine_3702,0.3788691184630434
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.11484321351462182,0.0911126705588098,mine_3704,0.0015248721302558333
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,10.966589669305566,8.70051647906794,mine_3749,0.14561284414552253
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,,,,
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.05336156998247012,0.05756413922461285,mine_3502,1.0
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,,,,
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,,,,
mine_2142,ZAF,Platinum,Nickel,Chromite,Copper,Palladium,,,,,,,,,,,0.0,2777.668828114971,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,3.518999609162209,2.7918537131961636,mine_3553,0.0069586113426095214
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,100.28637575341185,79.56377426163068,mine_3555,0.19831031239956143
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,12.958415668783013,10.280762978159107,mine_3559,0.025624492262023978
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,27.248832637512646,21.618290147355854,mine_3575,0.05388293746057183
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,24.189671774316192,19.19125673907061,mine_3664,0.04783362974650419
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,14.929936270632899,11.844899870526582,mine_3670,0.029523056384197083
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,50.949744256877274,40.42178132660342,mine_3692,0.10075007322134032
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,5.618401184459321,4.457446988120834,mine_3696,0.011110052444369923
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,191.5957385967625,152.0054940731527,mine_3702,0.3788691184630434
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.7711343781387754,0.6117915930921368,mine_3704,0.0015248721302558333
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,73.63703997943561,58.42110438435267,mine_3749,0.14561284414552253
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.3583053784863113,0.38652424767279797,mine_3502,1.0
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,,,,
mine_2842,ZAF,Nickel,Copper,Platinum,Palladium,Chromite,Cobalt,,,,,,,,,,0.0,18651.13191186683,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,1.0002791050450384,0.7935871678932598,mine_3553,0.0069586113426095214
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,28.506501087880405,22.616081202514525,mine_3555,0.19831031239956143
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,3.683442417618747,2.9223170028772594,mine_3559,0.025624492262023978
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,7.7455075167406156,6.145020267947494,mine_3575,0.05388293746057183
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,6.875938028167847,5.4551336310654985,mine_3664,0.04783362974650419
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,4.243849090600948,3.366924455174691,mine_3670,0.029523056384197083
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,14.482514989444997,11.489931156692363,mine_3692,0.10075007322134032
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,1.5970360706896853,1.267033696864979,mine_3696,0.011110052444369923
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,54.4612774139068,43.207711412511664,mine_3702,0.3788691184630434
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.21919570653710774,0.17390236293830527,mine_3704,0.0015248721302558333
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,20.931401145091826,16.60625646481263,mine_3749,0.14561284414552253
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.10184865675800375,0.10986989811925588,mine_3502,1.0
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,,,,
mine_2852,ZAF,Palladium,Nickel,Copper,Platinum,,,,,,,,,,,,0.0,5301.602616921216,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,32.53223518394358,25.809960694621136,mine_3553,0.0069586113426095214
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,927.1214333928457,735.5463779144324,mine_3555,0.19831031239956143
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,119.7971790194411,95.04297704525133,mine_3559,0.025624492262023978
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,251.9083632585357,199.85546389871524,mine_3575,0.05388293746057183
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,223.62721755794934,177.4181719387933,mine_3664,0.04783362974650419
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,138.02337368066765,109.50301537827514,mine_3670,0.029523056384197083
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,471.01712043699933,373.6888441951474,mine_3692,0.10075007322134032
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,51.94065614974399,41.207936869317116,mine_3696,0.011110052444369923
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,1771.2527196771107,1405.2512167276575,mine_3702,0.3788691184630434
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,7.128936554217827,5.655853992769078,mine_3704,0.0015248721302558333
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,680.7552625533782,540.0878995806308,mine_3749,0.14561284414552253
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,3.312439936122564,3.5733160347187454,mine_3502,1.0
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,,,,
mine_2859,ZAF,Nickel,Copper,Platinum,Palladium,Chromium,,,,,,,,,,,0.0,172424.85853758387,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,4.50901836280078,3.5773006698492003,mine_3553,0.0069586113426095214
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,128.50047173450227,101.94787127152874,mine_3555,0.19831031239956143
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,16.604075218200638,13.173104348016155,mine_3559,0.025624492262023978
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,34.91489070005356,27.700277940636028,mine_3575,0.05388293746057183
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,30.995079947304355,24.59043439970579,mine_3664,0.04783362974650419
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,19.13025412803507,15.177288136856696,mine_3670,0.029523056384197083
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,65.28370501551642,51.793854646708795,mine_3692,0.10075007322134032
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,7.199055676036304,5.711484101424183,mine_3696,0.011110052444369923
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,245.49838008446287,194.7700028831851,mine_3702,0.3788691184630434
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.9880816872390914,0.7839101545442742,mine_3704,0.0015248721302558333
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,94.35373751820877,74.8570223646208,mine_3749,0.14561284414552253
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.4591093238199304,0.49526715657673326,mine_3502,1.0
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,,,,
mine_2921,ZAF,Platinum,Palladium,Copper,Nickel,,,,,,,,,,,,0.0,23898.353400968117,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,,,,
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,,,,
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,,,,
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.020105105111969366,0.015950701504742197,mine_3553,0.0069586113426095214
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.5729662829660921,0.4545718165100689,mine_3555,0.19831031239956143
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.07403533334506378,0.05873709669332458,mine_3559,0.025624492262023978
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.15568079147530262,0.12351180563419224,mine_3575,0.05388293746057183
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.1382028836776287,0.10964543245904626,mine_3664,0.04783362974650419
mine_2956,ZAF,Platinum,Nickel,Copper,Palladium,,,,,,,,,,,,0.0,106.55953657083907,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,0.08529922460194342,0.06767348206508768,mine_3670,0.029523056384197083
