origin_id,destination_id,reference_mineral,process_binary,export_country_code,import_country_code,export_continent,import_continent,mine_output_tons,mine_output_thousandUSD
mine_2957,port1406_land,copper,0.0,ZAF,TUR,Africa,Asia,0.011867146880777156,0.08834431566800773
mine_2957,port541_land,copper,0.0,ZAF,TWN,Africa,Asia,1375.4181463445805,1643.7534566111487
mine_2957,port812_land,copper,0.0,ZAF,USA,Africa,North America,0.1780072032116574,0.013185718756419065
mine_2974,port955_land,copper,0.0,ZAF,AUS,Africa,Oceania,25.194554835697044,92.40511393245559
mine_2974,port446_land,copper,0.0,ZAF,AUT,Africa,Europe,0.9239893670711085,0.3589379740335954
mine_2974,port1355_land,copper,0.0,ZAF,BGR,Africa,Europe,3.4314898605235626,9.27016207490047
mine_2974,port506_land,copper,0.0,ZAF,BRA,Africa,South America,0.0009471745528651554,0.0021826196218197058
mine_2974,port1350_land,copper,0.0,ZAF,CAN,Africa,North America,0.0001647260091939401,0.0020178936126257663
mine_2974,port1195_land,copper,0.0,ZAF,CHN,Africa,Asia,4138.527949086355,8419.406102818777
mine_2974,port446_land,copper,0.0,ZAF,DEU,Africa,Europe,0.00012354450689545506,0.0005765410321787903
mine_2974,port635_land,copper,0.0,ZAF,ESP,Africa,Europe,0.004529965252833352,0.06309006152127905
mine_2974,port586_land,copper,0.0,ZAF,FIN,Africa,Europe,0.0010707190597606104,0.0030886126723863763
mine_2974,port493_land,copper,0.0,ZAF,GBR,Africa,Europe,0.03146266775604256,0.03817525263069562
mine_2974,port1016_land,copper,0.0,ZAF,GEO,Africa,Europe,21.517334950958425,20.15949845717278
mine_2974,port535_land,copper,0.0,ZAF,KHM,Africa,Asia,330.7434291184584,152.19019516827206
mine_2974,port672_land,copper,0.0,ZAF,MYS,Africa,Asia,51.74023358030509,19.832023150895225
mine_2974,port1114_land,copper,0.0,ZAF,NLD,Africa,Europe,0.0028827051608939515,0.10472456034504742
mine_2974,port1095_land,copper,0.0,ZAF,RUS,Africa,Europe,0.0003294520183878802,0.08310427163834276
mine_2974,port1406_land,copper,0.0,ZAF,TUR,Africa,Asia,0.0007412670413727302,0.005518321307996992
mine_2974,port541_land,copper,0.0,ZAF,TWN,Africa,Asia,85.91383845115462,102.67508052015872
mine_2974,port812_land,copper,0.0,ZAF,USA,Africa,North America,0.011119005620590957,0.0008236300459697005
mine_2981,port955_land,copper,0.0,ZAF,AUS,Africa,Oceania,31.542420145264956,115.68693895313082
mine_2981,port446_land,copper,0.0,ZAF,AUT,Africa,Europe,1.1567920535202427,0.449373781632234
