mine_cluster_mini,shapeGroup_primary_admin0,commodity_mineral__1,commodity_mineral__2,commodity_mineral__3,commodity_mineral__4,commodity_mineral__5,commodity_mineral__6,commodity_mineral__7,commodity_mineral__8,commodity_mineral__9,commodity_mineral__10,commodity_mineral__11,commodity_mineral__12,commodity_mineral__13,commodity_mineral__14,commodity_mineral__15,process_binary,mine_output_approx_copper,export_country_code,import_country_code,export_continent,export_landlocked,import_continent,import_landlocked,trade_value_thousandUSD,trade_quantity_tons,trade_quantity_tons_fraction,mine_output_tons,mine_output_thousandUSD
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.03203419075548513,0.0023729030189248244
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,0.0013050966604086533,0.016966256585312492
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,23.69996243738517,86.92345403613103
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,0.8691764325639736,0.33764504105841214
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,3.2279268805912404,8.720237146334773
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0008909862258310554,0.0020531421725672144
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,0.16146219953321042,0.40148614106578523
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.00015495412623148792,0.001898188046335727
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,3893.022027142385,7919.949754348414
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,3.873853155787198e-05,0.0035639449033242217
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,158.28327689503985,125.57652839338633
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00011621559467361593,0.0005423394418102076
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.004261238471365917,0.05934743034665987
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0010072018205046713,0.002905389866840398
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.029596238110214192,0.035910618754147326
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,20.24088273898811,18.963595876461955
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,311.1230540740992,143.16196227114548
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,1297.4068810466822,1669.04281418936
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,48.67089735665257,18.65554707351376
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.11214804886003939,0.12098043405523422
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0027116972090510385,0.09851208575166844
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.00030990825246297583,0.07817435668378564
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,0.03873853155787198,0.022235917114218514
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0006972935680416955,0.005190963228754845
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,80.81725426078991,96.58418525162783
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,4.8392299435233146e-05,3.873853155787198e-05
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.010459403520625434,0.0007747706311574395
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,0.0004261238471365917,0.005539610012775692
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,109.47341824892229,401.5115072219595
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,4.014846664232951,1.5596293410640636
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,14.910242596776522,40.279986555785456
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.004115589128553633,0.009483748861449676
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,0.7458163255570236,1.8545202490578199
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.0007157546310528057,0.00876799423039687
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,17982.409455525136,36583.347938162064
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,0.00017893865776320142,0.016462356514214533
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,731.1324403623174,580.0554263061354
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.0005368159732896044,0.00250514120868482
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.019683252353952158,0.2741340236932246
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.004652405101843237,0.013420399332240106
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.1367091345310859,0.16587613574648777
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,93.49544868127275,87.59548325750447
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,1437.1205994744078,661.2849878750561
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,5992.902583837328,7709.540576523767
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,224.81763492039747,86.17256305097149
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.5180274142244682,0.5588254281944781
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0125257060434241,0.45504100669182124
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.0014315092621056114,0.3610982113661404
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,0.17893865776320142,0.10271078955607761
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0032208958397376255,0.023977780140268995
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,373.3061223533772,446.13576651092
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,0.000223530752426157,0.00017893865776320145
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.04831343759606439,0.003578773155264029
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,0.001968325235395216,0.025588228060137802
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,77.49745367627403,284.2344738032431
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,2.842154729025276,1.1040790042422919
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,10.555127020134606,28.514651703758737
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0029134714430441386,0.006713651586145189
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,0.5279716945481727,1.3128355667699767
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.0005066906857468067,0.006206960900398383
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,12729.948201659177,25897.759999730715
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,0.00012667267143670168,0.011653885772176555
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,517.5768084574054,410.6277053267553
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00038001801431010505,0.0017734174001138236
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.013933993858037185,0.194062532641027
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0032934894573542436,0.009500450357752627
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.0967779209776401,0.11742556642182249
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,66.18647082567664,62.009819503065714
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,1017.3536997971971,468.131017870789
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,4242.442574701722,5457.669754460119
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,159.15091102971482,61.002518419801056
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.36671738380925145,0.3955987528968195
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.008867087000569119,0.3221286034635324
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.0010133813714936135,0.255625450959264
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,0.1266726714367017,0.07271011340466677
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.00228010808586063,0.016974137972518028
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,264.2675672953616,315.8244846241421
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,0.00015823991256013712,0.00012667267143670168
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.03420162128790946,0.002533453428734034
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,ZWE,Africa,0,Africa,1,0.143,0.011,7.299485509571937e-08,0.0013933993858037186,0.01811419201544834
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,33.232820403527384,121.8867559165517
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,1.2187860786147342,0.4734563204174365
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,4.526298916372569,12.227786256031097
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0012493684453420192,0.0028789794610055226
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,BWA,Africa,0,Africa,1,10.364,4.168,2.7658414185359853e-05,0.2264072904428494,0.5629762855445517
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.00021728146875513377,0.0026616979922503884
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,5458.915903213268,11105.598520951113
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,CIV,Africa,0,Africa,0,0.092,0.001,6.6358959177926704e-09,5.432036718878344e-05,0.004997473781368077
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,COD,Africa,0,Africa,0,3241.644,4085.939,0.027113865930449864,221.94970679097062,176.0872923753167
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00016296110156635031,0.0007604851406429681
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.005975240390766179,0.08321880253321623
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0014123295469083692,0.004074027539158758
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.041500760532230556,0.050354980384002254
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,28.38239185613935,26.59134070919078
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,436.26636990494063,200.74613170139935
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,MOZ,Africa,0,Africa,0,43084.824,33491.38,0.22224531182324306,1819.2640592590778,2340.3834599441093
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,68.24783773415157,26.159385149305578
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,NAM,Africa,0,Africa,0,3.123,2.895,1.9210918682009782e-05,0.15725746301152807,0.1696425067305707
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0038024257032148413,0.1381366937610763
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.00043456293751026754,0.10961850098696498
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,SWZ,Africa,0,Africa,1,0.574,1.0,6.63589591779267e-06,0.05432036718878344,0.031179890766361695
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0009777666093981018,0.007278929203296982
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,113.32445371805255,135.43333204719212
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,TZA,Africa,0,Africa,0,0.001,0.0012492032477519,8.28958273225018e-09,6.785717911130403e-05,5.432036718878344e-05
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.01466649914097153,0.001086407343775669
